idx,AirQualityStation,img_path,s5p_path,date,NO2
2600,site_161,site_161/S2B_MSIL2A_20180619T052649_N0500_R105_T43RFQ_20230813T113101.npy,site_161/S5P_RPRO_L2__NO2____20180619.nc,19/06/2018,23.98
2601,site_161,site_161/S2A_MSIL2A_20201120T053131_N0500_R105_T43RFQ_20230404T230034.npy,site_161/S5P_RPRO_L2__NO2____20201120.nc,20/11/2020,22.51
2602,site_161,site_161/S2A_MSIL2A_20211026T052921_N0500_R105_T43RFQ_20230104T033106.npy,site_161/S5P_RPRO_L2__NO2____20211026.nc,26/10/2021,16.31
2603,site_161,site_161/S2A_MSIL2A_20230608T052651_N0509_R105_T43RFQ_20230608T092459.npy,site_161/S5P_OFFL_L2__NO2____20230608.nc,8/06/2023,19.61722222
2604,site_161,site_161/S2B_MSIL2A_20201016T052819_N0500_R105_T43RFQ_20230413T162324.npy,site_161/S5P_RPRO_L2__NO2____20201016.nc,16/10/2020,18.32
2605,site_161,site_161/S2B_MSIL2A_20221125T053139_N0400_R105_T43RFQ_20221125T070525.npy,site_161/S5P_OFFL_L2__NO2____20221125.nc,25/11/2022,22.47
2606,site_161,site_161/S2B_MSIL2A_20221105T053009_N0400_R105_T43RFQ_20221105T085717.npy,site_161/S5P_OFFL_L2__NO2____20221105.nc,5/11/2022,21.29
2607,site_161,site_161/S2B_MSIL2A_20221205T053209_N0400_R105_T43RFQ_20221205T065506.npy,site_161/S5P_OFFL_L2__NO2____20221205.nc,5/12/2022,23.29
2608,site_161,site_161/S2A_MSIL2A_20230509T052641_N0509_R105_T43RFQ_20230509T092709.npy,site_161/S5P_OFFL_L2__NO2____20230509.nc,9/05/2023,19.630625
2609,site_161,site_161/S2A_MSIL2A_20211105T053021_N0500_R105_T43RFQ_20230101T122349.npy,site_161/S5P_OFFL_L2__NO2____20211105.nc,5/11/2021,27.98
2610,site_161,site_161/S2B_MSIL2A_20211031T052949_N0500_R105_T43RFQ_20230116T010011.npy,site_161/S5P_OFFL_L2__NO2____20211031.nc,31/10/2021,18.49
2611,site_161,site_161/S2A_MSIL2A_20221001T052651_N0400_R105_T43RFQ_20221001T130959.npy,site_161/S5P_OFFL_L2__NO2____20221001.nc,1/10/2022,23.41
2612,site_161,site_161/S2B_MSIL2A_20210315T052649_N0500_R105_T43RFQ_20230528T193246.npy,site_161/S5P_RPRO_L2__NO2____20210315.nc,15/03/2021,29.54
2613,site_161,site_161/S2A_MSIL2A_20221120T053121_N0400_R105_T43RFQ_20221120T090201.npy,site_161/S5P_OFFL_L2__NO2____20221120.nc,20/11/2022,21.31
2614,site_161,site_161/S2B_MSIL2A_20210524T052649_N0500_R105_T43RFQ_20230225T211122.npy,site_161/S5P_OFFL_L2__NO2____20210524.nc,24/05/2021,28.6
2615,site_161,site_161/S2A_MSIL2A_20210129T053101_N0500_R105_T43RFQ_20230604T073056.npy,site_161/S5P_RPRO_L2__NO2____20210129.nc,29/01/2021,24.75
2616,site_161,site_161/S2A_MSIL2A_20201011T052751_N0500_R105_T43RFQ_20230413T074245.npy,site_161/S5P_RPRO_L2__NO2____20201011.nc,11/10/2020,23.05
2617,site_161,site_161/S2A_MSIL2A_20181012T052741_N0500_R105_T43RFQ_20230709T053423.npy,site_161/S5P_RPRO_L2__NO2____20181012.nc,12/10/2018,31.42
2618,site_161,site_161/S2B_MSIL2A_20200130T053049_N0500_R105_T43RFQ_20230426T123620.npy,site_161/S5P_RPRO_L2__NO2____20200130.nc,30/01/2020,22.24
2619,site_161,site_161/S2A_MSIL2A_20210320T052651_N0500_R105_T43RFQ_20230521T140114.npy,site_161/S5P_RPRO_L2__NO2____20210320.nc,20/03/2021,29.64
2620,site_161,site_161/S2B_MSIL2A_20181007T052709_N0500_R105_T43RFQ_20230728T211142.npy,site_161/S5P_OFFL_L2__NO2____20181007.nc,7/10/2018,25.64
2621,site_161,site_161/S2A_MSIL2A_20201220T053231_N0500_R105_T43RFQ_20230329T014521.npy,site_161/S5P_OFFL_L2__NO2____20201220.nc,20/12/2020,24.55
2622,site_161,site_161/S2A_MSIL2A_20230310T052641_N0509_R105_T43RFQ_20230310T093103.npy,site_161/S5P_OFFL_L2__NO2____20230310.nc,10/03/2023,21.58194444
2623,site_161,site_161/S2B_MSIL2A_20201105T053019_N0500_R105_T43RFQ_20230303T061054.npy,site_161/S5P_RPRO_L2__NO2____20201105.nc,5/11/2020,17.86
2624,site_161,site_161/S2A_MSIL2A_20210608T052651_N0500_R105_T43RFQ_20230314T111804.npy,site_161/S5P_RPRO_L2__NO2____20210608.nc,8/06/2021,27.96
2625,site_161,site_161/S2A_MSIL2A_20230409T052651_N0509_R105_T43RFQ_20230409T101000.npy,site_161/S5P_OFFL_L2__NO2____20230409.nc,9/04/2023,19.68322917
2626,site_161,site_161/S2A_MSIL2A_20190530T052651_N0500_R105_T43RFQ_20221220T060554.npy,site_161/S5P_RPRO_L2__NO2____20190530.nc,30/05/2019,21.53
2627,site_161,site_161/S2A_MSIL2A_20180525T052651_N0500_R105_T43RFQ_20230829T233103.npy,site_161/S5P_RPRO_L2__NO2____20180525.nc,25/05/2018,22.42
2628,site_161,site_161/S2B_MSIL2A_20211021T052849_N0500_R105_T43RFQ_20230108T061345.npy,site_161/S5P_OFFL_L2__NO2____20211021.nc,21/10/2021,16.26
2629,site_161,site_161/S2A_MSIL2A_20220812T052701_N0400_R105_T43RFQ_20220812T093503.npy,site_161/S5P_OFFL_L2__NO2____20220812.nc,12/08/2022,23.34
2630,site_161,site_161/S2B_MSIL2A_20230305T052719_N0509_R105_T43RFQ_20230305T082058.npy,site_161/S5P_OFFL_L2__NO2____20230305.nc,5/03/2023,21.52836806
2631,site_161,site_161/S2A_MSIL2A_20200911T052651_N0500_R105_T43RFQ_20230310T125323.npy,site_161/S5P_OFFL_L2__NO2____20200911.nc,11/09/2020,20.81
2632,site_107,site_107/S2A_MSIL2A_20181012T052741_N0500_R105_T43RGM_20230709T053423.npy,site_107/S5P_RPRO_L2__NO2____20181012.nc,12/10/2018,33.67
2633,site_107,site_107/S2B_MSIL2A_20191012T052739_N0500_R105_T43RGM_20230712T122504.npy,site_107/S5P_OFFL_L2__NO2____20191012.nc,12/10/2019,3.77
2634,site_107,site_107/S2B_MSIL2A_20200130T053049_N0500_R105_T43RGM_20230426T123620.npy,site_107/S5P_OFFL_L2__NO2____20200130.nc,30/01/2020,54.79
2635,site_107,site_107/S2B_MSIL2A_20181007T052709_N0500_R105_T43RGM_20230728T211142.npy,site_107/S5P_OFFL_L2__NO2____20181007.nc,7/10/2018,29.49
2636,site_107,site_107/S2A_MSIL2A_20230218T052901_N0509_R105_T43RGM_20230218T092158.npy,site_107/S5P_OFFL_L2__NO2____20230218.nc,18/02/2023,18.70510417
2637,site_107,site_107/S2A_MSIL2A_20190609T052651_N0500_R105_T43RGM_20230724T074619.npy,site_107/S5P_OFFL_L2__NO2____20190609.nc,9/06/2019,54.98
2638,site_107,site_107/S2B_MSIL2A_20181017T052809_N0500_R105_T43RGM_20230728T180244.npy,site_107/S5P_RPRO_L2__NO2____20181017.nc,17/10/2018,38.24
2639,site_107,site_107/S2A_MSIL2A_20201130T053201_N0500_R105_T43RGM_20230410T145949.npy,site_107/S5P_RPRO_L2__NO2____20201130.nc,30/11/2020,104.18
2640,site_107,site_107/S2A_MSIL2A_20211115T053101_N0500_R105_T43RGM_20221230T163334.npy,site_107/S5P_RPRO_L2__NO2____20211115.nc,15/11/2021,118.3
2641,site_107,site_107/S2B_MSIL2A_20181116T053059_N0500_R105_T43RGM_20230727T133701.npy,site_107/S5P_OFFL_L2__NO2____20181116.nc,16/11/2018,28.49
2642,site_107,site_107/S2B_MSIL2A_20181126T053139_N0500_R105_T43RGM_20230727T165951.npy,site_107/S5P_RPRO_L2__NO2____20181126.nc,26/11/2018,28.43
2643,site_107,site_107/S2A_MSIL2A_20191017T052821_N0500_R105_T43RGM_20230614T181835.npy,site_107/S5P_RPRO_L2__NO2____20191017.nc,17/10/2019,4.64
2644,site_107,site_107/S2A_MSIL2A_20180515T052651_N0500_R105_T43RGM_20230830T220531.npy,site_107/S5P_RPRO_L2__NO2____20180515.nc,15/05/2018,30
2645,site_107,site_107/S2B_MSIL2A_20210223T052819_N0500_R105_T43RGM_20230525T105235.npy,site_107/S5P_RPRO_L2__NO2____20210223.nc,23/02/2021,56.12
2646,site_107,site_107/S2A_MSIL2A_20201031T052951_N0500_R105_T43RGM_20230416T101842.npy,site_107/S5P_OFFL_L2__NO2____20201031.nc,31/10/2020,123.05
2647,site_107,site_107/S2B_MSIL2A_20201115T053109_N0500_R105_T43RGM_20230306T062811.npy,site_107/S5P_RPRO_L2__NO2____20201115.nc,15/11/2020,68.43
2648,site_107,site_107/S2B_MSIL2A_20200310T052649_N0500_R105_T43RGM_20230620T170530.npy,site_107/S5P_OFFL_L2__NO2____20200310.nc,10/03/2020,3.11
2649,site_107,site_107/S2B_MSIL2A_20230603T052649_N0509_R105_T43RGM_20230603T081014.npy,site_107/S5P_OFFL_L2__NO2____20230603.nc,3/06/2023,17.14385417
2650,site_107,site_107/S2B_MSIL2A_20190614T052659_N0500_R105_T43RGM_20230606T102659.npy,site_107/S5P_RPRO_L2__NO2____20190614.nc,14/06/2019,20.13
2651,site_107,site_107/S2A_MSIL2A_20231205T053211_N0509_R105_T43RGM_20231205T084151.npy,site_107/S5P_OFFL_L2__NO2____20231205.nc,5/12/2023,25.82541667
2652,site_107,site_107/S2A_MSIL2A_20200603T052651_N0500_R105_T43RGM_20230422T032200.npy,site_107/S5P_RPRO_L2__NO2____20200603.nc,3/06/2020,2.73
2653,site_107,site_107/S2B_MSIL2A_20190604T052659_N0500_R105_T43RGM_20230724T120843.npy,site_107/S5P_OFFL_L2__NO2____20190604.nc,4/06/2019,43.16
2654,site_107,site_107/S2A_MSIL2A_20211026T052921_N0500_R105_T43RGM_20230104T033106.npy,site_107/S5P_OFFL_L2__NO2____20211026.nc,26/10/2021,61.47
2655,site_107,site_107/S2A_MSIL2A_20200115T053151_N0500_R105_T43RGM_20230429T053516.npy,site_107/S5P_RPRO_L2__NO2____20200115.nc,15/01/2020,38.37
2656,site_107,site_107/S2B_MSIL2A_20210623T052649_N0500_R105_T43RGM_20230318T004405.npy,site_107/S5P_RPRO_L2__NO2____20210623.nc,23/06/2021,27.39
2657,site_107,site_107/S2A_MSIL2A_20230509T052641_N0509_R105_T43RGM_20230509T092709.npy,site_107/S5P_OFFL_L2__NO2____20230509.nc,9/05/2023,29.91965278
2658,site_107,site_107/S2B_MSIL2A_20200330T052649_N0500_R105_T43RGM_20230613T074720.npy,site_107/S5P_OFFL_L2__NO2____20200330.nc,30/03/2020,40.94
2659,site_107,site_107/S2A_MSIL2A_20201120T053131_N0500_R105_T43RGM_20230404T230034.npy,site_107/S5P_RPRO_L2__NO2____20201120.nc,20/11/2020,65.31
2660,site_107,site_107/S2B_MSIL2A_20230213T052929_N0509_R105_T43RGM_20230213T080453.npy,site_107/S5P_OFFL_L2__NO2____20230213.nc,13/02/2023,4.564270833
2661,site_107,site_107/S2A_MSIL2A_20190311T052641_N0500_R105_T43RGM_20221112T144625.npy,site_107/S5P_OFFL_L2__NO2____20190311.nc,11/03/2019,47.7
2662,site_107,site_107/S2B_MSIL2A_20211031T052949_N0500_R105_T43RGM_20230116T010011.npy,site_107/S5P_OFFL_L2__NO2____20211031.nc,31/10/2021,77.05
2663,site_107,site_107/S2A_MSIL2A_20200404T052641_N0500_R105_T43RGM_20230530T193940.npy,site_107/S5P_OFFL_L2__NO2____20200404.nc,4/04/2020,63.7
2664,site_107,site_107/S2B_MSIL2A_20201006T052709_N0500_R105_T43RGM_20230413T084735.npy,site_107/S5P_RPRO_L2__NO2____20201006.nc,6/10/2020,10
2665,site_107,site_107/S2A_MSIL2A_20201021T052851_N0500_R105_T43RGM_20230311T172549.npy,site_107/S5P_OFFL_L2__NO2____20201021.nc,21/10/2020,49.56
2666,site_107,site_107/S2A_MSIL2A_20230519T052651_N0509_R105_T43RGM_20230519T092659.npy,site_107/S5P_OFFL_L2__NO2____20230519.nc,19/05/2023,16.44322917
2667,site_114,site_114/S2A_MSIL2A_20201210T053221_N0500_R105_T43RGM_20230401T064048.npy,site_114/S5P_OFFL_L2__NO2____20201210.nc,10/12/2020,82.72
2668,site_114,site_114/S2B_MSIL2A_20181027T052919_N0500_R105_T43RGM_20230708T004857.npy,site_114/S5P_OFFL_L2__NO2____20181027.nc,27/10/2018,68.95
2669,site_114,site_114/S2B_MSIL2A_20220320T052649_N0400_R105_T43RGM_20220320T081158.npy,site_114/S5P_RPRO_L2__NO2____20220320.nc,20/03/2022,71.01
2670,site_114,site_114/S2B_MSIL2A_20200509T052649_N0500_R105_T43RGM_20230331T115846.npy,site_114/S5P_RPRO_L2__NO2____20200509.nc,9/05/2020,25.08
2671,site_114,site_114/S2B_MSIL2A_20230223T052829_N0509_R105_T43RGM_20230223T091406.npy,site_114/S5P_OFFL_L2__NO2____20230223.nc,23/02/2023,13.66399306
2672,site_114,site_114/S2B_MSIL2A_20221105T053009_N0400_R105_T43RGM_20221105T085717.npy,site_114/S5P_OFFL_L2__NO2____20221105.nc,5/11/2022,12.8
2673,site_114,site_114/S2A_MSIL2A_20200514T052651_N0500_R105_T43RGM_20230420T211732.npy,site_114/S5P_RPRO_L2__NO2____20200514.nc,14/05/2020,39.24
2674,site_114,site_114/S2A_MSIL2A_20230218T052901_N0509_R105_T43RGM_20230218T092158.npy,site_114/S5P_OFFL_L2__NO2____20230218.nc,18/02/2023,16.41984848
2675,site_114,site_114/S2B_MSIL2A_20201225T053229_N0500_R105_T43RGM_20230328T115134.npy,site_114/S5P_OFFL_L2__NO2____20201225.nc,25/12/2020,86.44
2676,site_114,site_114/S2B_MSIL2A_20200429T052639_N0500_R105_T43RGM_20230407T130358.npy,site_114/S5P_RPRO_L2__NO2____20200429.nc,29/04/2020,24.41
2677,site_114,site_114/S2B_MSIL2A_20211110T053039_N0500_R105_T43RGM_20230104T060153.npy,site_114/S5P_OFFL_L2__NO2____20211110.nc,10/11/2021,114.54
2678,site_114,site_114/S2B_MSIL2A_20211220T053229_N0500_R105_T43RGM_20221225T161551.npy,site_114/S5P_RPRO_L2__NO2____20211220.nc,20/12/2021,99.56
2679,site_114,site_114/S2A_MSIL2A_20201001T052651_N0500_R105_T43RGM_20230308T051815.npy,site_114/S5P_RPRO_L2__NO2____20201001.nc,1/10/2020,47.33
2680,site_114,site_114/S2A_MSIL2A_20230529T052651_N0509_R105_T43RGM_20230529T092751.npy,site_114/S5P_OFFL_L2__NO2____20230529.nc,29/05/2023,10.78184028
2681,site_114,site_114/S2B_MSIL2A_20230325T052649_N0509_R105_T43RGM_20230325T081020.npy,site_114/S5P_OFFL_L2__NO2____20230325.nc,25/03/2023,12.74895833
2682,site_114,site_114/S2A_MSIL2A_20211115T053101_N0500_R105_T43RGM_20221230T163334.npy,site_114/S5P_RPRO_L2__NO2____20211115.nc,15/11/2021,113.76
2683,site_114,site_114/S2B_MSIL2A_20221205T053209_N0400_R105_T43RGM_20221205T065506.npy,site_114/S5P_OFFL_L2__NO2____20221205.nc,5/12/2022,36.19
2684,site_114,site_114/S2A_MSIL2A_20200214T052921_N0500_R105_T43RGM_20230502T020823.npy,site_114/S5P_OFFL_L2__NO2____20200214.nc,14/02/2020,37.11
2685,site_114,site_114/S2B_MSIL2A_20220409T052639_N0400_R105_T43RGM_20220409T080914.npy,site_114/S5P_OFFL_L2__NO2____20220409.nc,9/04/2022,118.15
2686,site_114,site_114/S2B_MSIL2A_20180430T052649_N0500_R105_T43RGM_20230910T051159.npy,site_114/S5P_RPRO_L2__NO2____20180430.nc,30/04/2018,54.23
2687,site_114,site_114/S2A_MSIL2A_20220424T052651_N0400_R105_T43RGM_20220424T100603.npy,site_114/S5P_OFFL_L2__NO2____20220424.nc,24/04/2022,54.26
2688,site_114,site_114/S2A_MSIL2A_20190209T052951_N0500_R105_T43RGM_20221129T025325.npy,site_114/S5P_OFFL_L2__NO2____20190209.nc,9/02/2019,38.17
2689,site_114,site_114/S2B_MSIL2A_20230305T052719_N0509_R105_T43RGM_20230305T082058.npy,site_114/S5P_OFFL_L2__NO2____20230305.nc,5/03/2023,15.07048611
2690,site_114,site_114/S2A_MSIL2A_20210320T052651_N0500_R105_T43RGM_20230521T140114.npy,site_114/S5P_RPRO_L2__NO2____20210320.nc,20/03/2021,29.21
2691,site_114,site_114/S2B_MSIL2A_20210223T052819_N0500_R105_T43RGM_20230525T105235.npy,site_114/S5P_RPRO_L2__NO2____20210223.nc,23/02/2021,82.57
2692,site_114,site_114/S2B_MSIL2A_20211021T052849_N0500_R105_T43RGM_20230108T061345.npy,site_114/S5P_OFFL_L2__NO2____20211021.nc,21/10/2021,85.75
2693,site_114,site_114/S2A_MSIL2A_20210419T052641_N0500_R105_T43RGM_20230524T203354.npy,site_114/S5P_OFFL_L2__NO2____20210419.nc,19/04/2021,52.53
2694,site_114,site_114/S2A_MSIL2A_20210509T052651_N0500_R105_T43RGM_20230207T202412.npy,site_114/S5P_OFFL_L2__NO2____20210509.nc,9/05/2021,20.85
2695,site_114,site_114/S2B_MSIL2A_20221215T053229_N0509_R105_T43RGM_20221215T081623.npy,site_114/S5P_OFFL_L2__NO2____20221215.nc,15/12/2022,27.71
2696,site_114,site_114/S2A_MSIL2A_20180525T052651_N0500_R105_T43RGM_20230829T233103.npy,site_114/S5P_RPRO_L2__NO2____20180525.nc,25/05/2018,21.45
2697,site_114,site_114/S2B_MSIL2A_20200310T052649_N0500_R105_T43RGM_20230620T170530.npy,site_114/S5P_RPRO_L2__NO2____20200310.nc,10/03/2020,27.85
2698,site_114,site_114/S2A_MSIL2A_20190430T052651_N0500_R105_T43RGM_20221110T080856.npy,site_114/S5P_RPRO_L2__NO2____20190430.nc,30/04/2019,39.93
2699,site_114,site_114/S2B_MSIL2A_20220419T052639_N0400_R105_T43RGM_20220419T082211.npy,site_114/S5P_RPRO_L2__NO2____20220419.nc,19/04/2022,74
2700,site_114,site_114/S2B_MSIL2A_20210315T052649_N0500_R105_T43RGM_20230528T193246.npy,site_114/S5P_RPRO_L2__NO2____20210315.nc,15/03/2021,29.47
2701,site_114,site_114/S2B_MSIL2A_20190105T053219_N0500_R105_T43RGM_20221220T180751.npy,site_114/S5P_OFFL_L2__NO2____20190105.nc,5/01/2019,53.96
2702,site_114,site_114/S2B_MSIL2A_20210514T052649_N0500_R105_T43RGM_20230330T164303.npy,site_114/S5P_OFFL_L2__NO2____20210514.nc,14/05/2021,21.3
2703,site_114,site_114/S2B_MSIL2A_20210603T052649_N0500_R105_T43RGM_20230320T155445.npy,site_114/S5P_RPRO_L2__NO2____20210603.nc,3/06/2021,50.27
2704,site_114,site_114/S2B_MSIL2A_20211210T053219_N0500_R105_T43RGM_20221224T005215.npy,site_114/S5P_OFFL_L2__NO2____20211210.nc,10/12/2021,77.59
2705,site_114,site_114/S2B_MSIL2A_20191201T053159_N0500_R105_T43RGM_20230614T071442.npy,site_114/S5P_RPRO_L2__NO2____20191201.nc,1/12/2019,61.97
2706,site_114,site_114/S2B_MSIL2A_20190604T052659_N0500_R105_T43RGM_20230724T120843.npy,site_114/S5P_RPRO_L2__NO2____20190604.nc,4/06/2019,22.78
2707,site_114,site_114/S2B_MSIL2A_20180619T052649_N0500_R105_T43RGM_20230813T113101.npy,site_114/S5P_RPRO_L2__NO2____20180619.nc,19/06/2018,29.53
2708,site_114,site_114/S2A_MSIL2A_20200204T053021_N0500_R105_T43RGM_20230427T045943.npy,site_114/S5P_RPRO_L2__NO2____20200204.nc,4/02/2020,69.23
2709,site_114,site_114/S2A_MSIL2A_20191027T052921_N0500_R105_T43RGM_20230622T135751.npy,site_114/S5P_OFFL_L2__NO2____20191027.nc,27/10/2019,66.68
2710,site_114,site_114/S2A_MSIL2A_20190520T052651_N0500_R105_T43RGM_20221201T224330.npy,site_114/S5P_RPRO_L2__NO2____20190520.nc,20/05/2019,50.92
2711,site_114,site_114/S2B_MSIL2A_20200330T052649_N0500_R105_T43RGM_20230613T074720.npy,site_114/S5P_OFFL_L2__NO2____20200330.nc,30/03/2020,17.22
2712,site_114,site_114/S2B_MSIL2A_20230213T052929_N0509_R105_T43RGM_20230213T080453.npy,site_114/S5P_OFFL_L2__NO2____20230213.nc,13/02/2023,13.94026515
2713,site_114,site_114/S2A_MSIL2A_20210608T052651_N0500_R105_T43RGM_20230130T124738.npy,site_114/S5P_OFFL_L2__NO2____20210608.nc,8/06/2021,36.37
2714,site_114,site_114/S2A_MSIL2A_20190311T052641_N0500_R105_T43RGM_20221112T144625.npy,site_114/S5P_RPRO_L2__NO2____20190311.nc,11/03/2019,42.25
2715,site_114,site_114/S2B_MSIL2A_20211031T052949_N0500_R105_T43RGM_20230116T010011.npy,site_114/S5P_OFFL_L2__NO2____20211031.nc,31/10/2021,80.28
2716,site_114,site_114/S2B_MSIL2A_20231210T053219_N0509_R105_T43RGM_20231210T080301.npy,site_114/S5P_OFFL_L2__NO2____20231210.nc,10/12/2023,22.68454861
2717,site_114,site_114/S2A_MSIL2A_20200404T052641_N0500_R105_T43RGM_20230530T193940.npy,site_114/S5P_RPRO_L2__NO2____20200404.nc,4/04/2020,13.58
2718,site_114,site_114/S2B_MSIL2A_20201006T052709_N0500_R105_T43RGM_20230413T084735.npy,site_114/S5P_OFFL_L2__NO2____20201006.nc,6/10/2020,69.33
2719,site_114,site_114/S2A_MSIL2A_20230519T052651_N0509_R105_T43RGM_20230519T092659.npy,site_114/S5P_OFFL_L2__NO2____20230519.nc,19/05/2023,12.01993056
2720,site_125,site_125/S2B_MSIL2A_20181027T052919_N0500_R105_T43RGM_20230708T004857.npy,site_125/S5P_OFFL_L2__NO2____20181027.nc,27/10/2018,157.3
2721,site_125,site_125/S2A_MSIL2A_20230409T052651_N0509_R105_T43RGM_20230409T101000.npy,site_125/S5P_OFFL_L2__NO2____20230409.nc,9/04/2023,54.24375
2722,site_125,site_125/S2B_MSIL2A_20191012T052739_N0500_R105_T43RGM_20230712T122504.npy,site_125/S5P_RPRO_L2__NO2____20191012.nc,12/10/2019,50.57
2723,site_125,site_125/S2B_MSIL2A_20200130T053049_N0500_R105_T43RGM_20230426T123620.npy,site_125/S5P_OFFL_L2__NO2____20200130.nc,30/01/2020,45.18
2724,site_125,site_125/S2B_MSIL2A_20200509T052649_N0500_R105_T43RGM_20230331T115846.npy,site_125/S5P_RPRO_L2__NO2____20200509.nc,9/05/2020,25.88
2725,site_125,site_125/S2A_MSIL2A_20210330T052641_N0500_R105_T43RGM_20230528T202910.npy,site_125/S5P_OFFL_L2__NO2____20210330.nc,30/03/2021,52.48
2726,site_125,site_125/S2A_MSIL2A_20230218T052901_N0509_R105_T43RGM_20230218T092158.npy,site_125/S5P_OFFL_L2__NO2____20230218.nc,18/02/2023,36.08819444
2727,site_125,site_125/S2B_MSIL2A_20201225T053229_N0500_R105_T43RGM_20230328T115134.npy,site_125/S5P_RPRO_L2__NO2____20201225.nc,25/12/2020,77.04
2728,site_125,site_125/S2B_MSIL2A_20211110T053039_N0500_R105_T43RGM_20230104T060153.npy,site_125/S5P_OFFL_L2__NO2____20211110.nc,10/11/2021,82
2729,site_125,site_125/S2A_MSIL2A_20200424T052651_N0500_R105_T43RGM_20230407T191120.npy,site_125/S5P_RPRO_L2__NO2____20200424.nc,24/04/2020,39
2730,site_125,site_125/S2B_MSIL2A_20181017T052809_N0500_R105_T43RGM_20230728T180244.npy,site_125/S5P_OFFL_L2__NO2____20181017.nc,17/10/2018,92.1
2731,site_125,site_125/S2A_MSIL2A_20230310T052641_N0509_R105_T43RGM_20230310T093103.npy,site_125/S5P_OFFL_L2__NO2____20230310.nc,10/03/2023,54.103125
2732,site_125,site_125/S2B_MSIL2A_20230504T052649_N0509_R105_T43RGM_20230504T081611.npy,site_125/S5P_OFFL_L2__NO2____20230504.nc,4/05/2023,41.27934783
2733,site_125,site_125/S2A_MSIL2A_20230529T052651_N0509_R105_T43RGM_20230529T092751.npy,site_125/S5P_OFFL_L2__NO2____20230529.nc,29/05/2023,69.79965278
2734,site_125,site_125/S2A_MSIL2A_20220414T052651_N0400_R105_T43RGM_20220414T081245.npy,site_125/S5P_RPRO_L2__NO2____20220414.nc,14/04/2022,47.3
2735,site_125,site_125/S2A_MSIL2A_20210119T053141_N0500_R105_T43RGM_20230527T172345.npy,site_125/S5P_OFFL_L2__NO2____20210119.nc,19/01/2021,96.22
2736,site_125,site_125/S2B_MSIL2A_20230325T052649_N0509_R105_T43RGM_20230325T081020.npy,site_125/S5P_OFFL_L2__NO2____20230325.nc,25/03/2023,45.35104167
2737,site_125,site_125/S2A_MSIL2A_20211115T053101_N0500_R105_T43RGM_20221230T163334.npy,site_125/S5P_RPRO_L2__NO2____20211115.nc,15/11/2021,83.32
2738,site_125,site_125/S2B_MSIL2A_20221205T053209_N0400_R105_T43RGM_20221205T065506.npy,site_125/S5P_OFFL_L2__NO2____20221205.nc,5/12/2022,56.81
2739,site_125,site_125/S2A_MSIL2A_20220424T052651_N0400_R105_T43RGM_20220424T100603.npy,site_125/S5P_OFFL_L2__NO2____20220424.nc,24/04/2022,97.2
2740,site_125,site_125/S2B_MSIL2A_20230305T052719_N0509_R105_T43RGM_20230305T082058.npy,site_125/S5P_OFFL_L2__NO2____20230305.nc,5/03/2023,53.640625
2741,site_125,site_125/S2A_MSIL2A_20210320T052651_N0500_R105_T43RGM_20230521T140114.npy,site_125/S5P_RPRO_L2__NO2____20210320.nc,20/03/2021,61.52
2742,site_125,site_125/S2A_MSIL2A_20230608T052651_N0509_R105_T43RGM_20230608T092459.npy,site_125/S5P_OFFL_L2__NO2____20230608.nc,8/06/2023,35.29791667
2743,site_125,site_125/S2B_MSIL2A_20210223T052819_N0500_R105_T43RGM_20230525T105235.npy,site_125/S5P_OFFL_L2__NO2____20210223.nc,23/02/2021,60.07
2744,site_125,site_125/S2A_MSIL2A_20210419T052641_N0500_R105_T43RGM_20230524T203354.npy,site_125/S5P_OFFL_L2__NO2____20210419.nc,19/04/2021,62.16
2745,site_125,site_125/S2A_MSIL2A_20210509T052651_N0500_R105_T43RGM_20230207T202412.npy,site_125/S5P_OFFL_L2__NO2____20210509.nc,9/05/2021,28.79
2746,site_125,site_125/S2B_MSIL2A_20221215T053229_N0509_R105_T43RGM_20221215T081623.npy,site_125/S5P_OFFL_L2__NO2____20221215.nc,15/12/2022,127.17
2747,site_125,site_125/S2B_MSIL2A_20200310T052649_N0500_R105_T43RGM_20230620T170530.npy,site_125/S5P_RPRO_L2__NO2____20200310.nc,10/03/2020,50.61
2748,site_125,site_125/S2A_MSIL2A_20190430T052651_N0500_R105_T43RGM_20221110T080856.npy,site_125/S5P_OFFL_L2__NO2____20190430.nc,30/04/2019,90.85
2749,site_125,site_125/S2A_MSIL2A_20221110T053041_N0400_R105_T43RGM_20221110T082053.npy,site_125/S5P_OFFL_L2__NO2____20221110.nc,10/11/2022,45.26
2750,site_125,site_125/S2B_MSIL2A_20201016T052819_N0500_R105_T43RGM_20230413T162324.npy,site_125/S5P_OFFL_L2__NO2____20201016.nc,16/10/2020,91.06
2751,site_125,site_125/S2B_MSIL2A_20210524T052649_N0500_R105_T43RGM_20230225T211122.npy,site_125/S5P_OFFL_L2__NO2____20210524.nc,24/05/2021,9.44
2752,site_125,site_125/S2B_MSIL2A_20200110T053209_N0500_R105_T43RGM_20230623T223547.npy,site_125/S5P_OFFL_L2__NO2____20200110.nc,10/01/2020,51.69
2753,site_125,site_125/S2B_MSIL2A_20230603T052649_N0509_R105_T43RGM_20230603T081014.npy,site_125/S5P_OFFL_L2__NO2____20230603.nc,3/06/2023,39.51833333
